scen,demand_mw,shed_mw,shed,cost_usd,lmp_at_slack,n_at_limit,lmp_spread,expensive_on
968,372.03435984863836,0.0,false,7440.687196972776,20.000001999999977,0,1.3145040611561853e-13,false
969,653.4338197781748,92.74167782165108,true,13609.259000948383,20.00000100000034,6,13468.94336171327,true
970,359.0792562382009,11.011316682152307,true,8512.002408498225,20.000000999997877,2,9996.958895646776,true
971,463.26088843159783,24.616358025376165,true,9235.761237676821,20.000000999999628,4,10007.858633546592,true
972,287.2559537524268,0.0,false,5745.119075048542,20.000000999999973,0,8.171241461241152e-14,false
973,297.6944202421121,0.0,false,6871.701417009337,20.000000999999926,2,134.83282993190923,true
974,461.5524864660869,0.0,false,9994.502084361924,20.000000999999983,1,26.469230946276355,true
975,442.541934061713,4.256442947927341,true,8887.12641945934,20.00000100000083,2,10014.217596716855,true
976,488.39283197636973,0.726804412546926,true,11335.25777238924,20.000001,3,9999.645052478201,true
977,360.0568925601085,73.17125004638045,true,6198.432976625982,20.000001,4,9981.673954726655,true
978,179.91911434441937,0.0,false,4355.773688381427,20.000001,1,86.5066275925204,true
979,371.8722615487606,0.0,false,7437.445230975199,20.000002,0,8.526512829121202e-14,false
980,310.92999768169585,0.0,false,6218.599953633911,20.000001,0,6.039613253960852e-14,false
981,331.0636615437338,0.0,false,6621.273230874665,20.000001,0,6.039613253960852e-14,false
982,281.26525516018745,2.7577487535144956,true,8070.150128133457,20.000001,2,11767.866277474131,true
983,402.96793294773835,0.0,false,8059.358658954755,20.000002,0,8.526512829121202e-14,false
984,293.90775377186606,0.0,false,5878.155075437313,20.000001,0,8.526512829121202e-14,false
985,157.54875114039484,0.0,false,3150.975022807892,20.000001,0,8.526512829121202e-14,false
986,475.7222804139013,30.029622711569534,true,10913.853154046621,20.000001,1,13208.14492005399,true
987,263.4779615435284,0.0,false,5269.55923087056,20.000001,0,8.526512829121202e-14,false
988,212.71574931500408,0.0,false,4254.314986300075,20.000001,0,8.526512829121202e-14,false
989,225.70474940277035,0.0,false,4695.08943958728,20.000001,1,105.7551197570005,true
990,164.02066128953962,0.0,false,3280.413225790787,20.000001,0,8.526512829121202e-14,false
991,270.2338315008338,0.0,false,5404.6766300166655,20.000001,0,8.526512829121202e-14,false
992,512.0932210301537,214.01613332884295,true,6571.910090482217,20.000001,4,9981.673954726652,true
993,419.1287918663353,0.0,false,8443.443082833142,20.000001,1,26.469230946276454,true
994,340.4709176080219,0.0,false,7260.998026479667,20.000001,1,26.469230946276454,true
995,542.589592749271,93.96354465615649,true,10972.520961862281,20.000001,1,13208.14492005398,true
996,155.62303836139495,0.0,false,3112.460767227892,20.000001,0,5.684341886080802e-14,false
997,622.6021929828564,66.39704839599659,true,13624.102891737195,20.000000999999994,3,17307.20699243436,true
998,340.84172535615454,0.0,false,7368.993750506669,20.000001,2,112.35815669970256,true
999,352.511303021105,0.0,false,7050.226060422088,20.000001999999995,0,5.684341886080802e-14,false
1000,119.43019022920954,0.0,false,2388.603804584188,20.000001000000005,0,6.394884621840902e-14,false
1001,396.8199558848111,0.0,false,7936.399117696207,20.000001999999995,0,5.684341886080802e-14,false
1002,324.6154951270921,47.86699437258545,true,6707.520506500536,20.00000100000035,2,9996.958895646776,true
1003,172.47486540915196,0.2908163449341714,true,5534.182896500207,-0.8602286624224682,3,11777.201174171869,true
1004,318.1917709853272,3.809335361668848,true,7202.5126438266325,20.00000100000011,2,9996.958895646778,true
1005,393.5402519130156,0.0,false,7870.8050382603,20.00000200000001,0,4.618527782440651e-14,false
1006,180.8375012040087,0.0,false,4113.725147589471,20.00000100000001,1,225.2227244937192,true
1007,331.330580185744,0.0,false,6626.611603714873,20.000001000000008,0,5.3290705182007514e-14,false
1008,397.923047276084,0.0,false,8029.861680251609,20.000001000000005,1,26.46923094627646,true
1009,151.3910033727348,0.0,false,3027.82006745469,20.000001,0,9.592326932761353e-14,false
1010,669.120320190338,115.20582606213802,true,13078.289882563988,20.00000100000034,1,13208.144920053983,true
1011,387.6323915484539,3.6535352598256545,true,10179.577125772561,20.00000100000008,2,11767.86627747413,true
1012,674.2408712145028,66.46702456017812,true,15153.921362859579,20.00000100000068,4,12969.16369548038,true
1013,319.1685787239469,9.11426720665788,true,7610.410259714428,20.00000099999997,4,9981.673954726648,true
1014,386.9314563425956,2.6422691989866864,true,10070.90098618177,20.000000999999777,2,11083.0663532074,true
1015,306.3999314276127,0.0,false,6127.998628552246,20.000001000000005,0,8.526512829121202e-14,false
1016,445.6071877795717,0.0,false,8912.14375559142,20.000002000000016,0,4.263256414560601e-14,false
1017,207.66317396913297,0.0,false,4153.263479382664,20.000001000000005,0,8.526512829121202e-14,false
1018,667.5264053751765,44.70708852525624,true,16191.10411408733,20.000001,4,12969.163695480387,true
1019,457.1351796796565,0.0,false,9142.703593593129,20.000002000000006,0,4.263256414560601e-14,false
1020,385.5920565847366,6.225496250400282,true,8978.549446872972,20.00000100000005,2,9996.958895646769,true
1021,769.9896149284536,216.89617045996005,true,13709.39678903329,20.000000999998075,5,13447.688627602827,true
1022,268.1686066416677,22.349812118882287,true,4916.375890455707,20.000000999996786,2,9979.999999000005,false
1023,253.19090746173543,0.0,false,5310.603523968461,20.000000999999997,1,86.5066275925203,true
1024,279.46661548689303,0.0,false,5589.332309737852,20.00000099999999,0,6.039613253960852e-14,false
1025,269.26910697680887,19.464825213035223,true,4996.085635275476,20.0000009999968,2,9979.99999900001,false
1026,630.587129434314,0.0,false,15775.485177372511,40.000004631116035,1,4.154052319904622e-6,true
